timestamp, memory.used [MiB], memory.free [MiB], utilization.gpu [%]
2026/05/22 03:43:11.312, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:11.812, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:12.313, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:12.813, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:13.313, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:13.813, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:14.313, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:14.813, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:15.314, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:15.814, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:16.314, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:16.814, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:17.314, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:17.815, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:18.315, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:18.815, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:19.315, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:19.815, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:20.316, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:20.816, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:21.316, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:21.816, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:22.316, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:22.816, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:23.317, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:23.817, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:24.317, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:24.817, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:25.317, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:25.818, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:26.318, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:26.818, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:27.318, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:27.818, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:28.319, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:28.819, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:29.319, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:29.819, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:30.319, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:30.819, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:31.320, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:31.820, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:32.320, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:32.820, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:33.320, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:33.821, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:34.321, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:34.821, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:35.321, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:35.821, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:36.322, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:36.822, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:37.322, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:37.822, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:38.322, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:38.823, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:39.323, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:39.823, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:40.323, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:40.823, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:41.323, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:41.823, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:42.324, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:42.824, 1097 MiB, 14848 MiB, 0 %
2026/05/22 03:43:43.325, 1309 MiB, 14635 MiB, 3 %
2026/05/22 03:43:43.825, 1309 MiB, 14635 MiB, 0 %
2026/05/22 03:43:44.325, 1309 MiB, 14635 MiB, 0 %
2026/05/22 03:43:44.825, 1309 MiB, 14635 MiB, 0 %
2026/05/22 03:43:45.325, 1309 MiB, 14635 MiB, 0 %
2026/05/22 03:43:45.826, 1309 MiB, 14635 MiB, 0 %
2026/05/22 03:43:46.326, 1309 MiB, 14635 MiB, 0 %
2026/05/22 03:43:46.826, 1309 MiB, 14635 MiB, 0 %
2026/05/22 03:43:47.326, 1309 MiB, 14635 MiB, 0 %
2026/05/22 03:43:47.826, 1309 MiB, 14635 MiB, 0 %
2026/05/22 03:43:48.327, 1309 MiB, 14635 MiB, 0 %
2026/05/22 03:43:48.827, 1309 MiB, 14635 MiB, 0 %
2026/05/22 03:43:49.327, 1309 MiB, 14635 MiB, 0 %
2026/05/22 03:43:49.827, 1309 MiB, 14635 MiB, 0 %
2026/05/22 03:43:50.327, 1309 MiB, 14635 MiB, 0 %
2026/05/22 03:43:50.827, 1661 MiB, 14283 MiB, 0 %
2026/05/22 03:43:51.328, 2717 MiB, 13227 MiB, 27 %
2026/05/22 03:43:51.828, 4781 MiB, 11163 MiB, 21 %
2026/05/22 03:43:52.328, 6733 MiB, 9211 MiB, 19 %
2026/05/22 03:43:52.828, 6733 MiB, 9211 MiB, 45 %
2026/05/22 03:43:53.328, 6797 MiB, 9147 MiB, 4 %
2026/05/22 03:43:53.829, 6893 MiB, 9051 MiB, 0 %
2026/05/22 03:43:54.329, 6893 MiB, 9051 MiB, 0 %
2026/05/22 03:43:54.829, 6989 MiB, 8955 MiB, 5 %
2026/05/22 03:43:55.329, 7053 MiB, 8891 MiB, 0 %
2026/05/22 03:43:55.829, 7085 MiB, 8859 MiB, 0 %
2026/05/22 03:43:56.330, 7117 MiB, 8827 MiB, 16 %
2026/05/22 03:43:56.830, 7181 MiB, 8763 MiB, 0 %
2026/05/22 03:43:57.330, 7213 MiB, 8731 MiB, 16 %
2026/05/22 03:43:57.830, 7277 MiB, 8667 MiB, 7 %
2026/05/22 03:43:58.330, 7373 MiB, 8571 MiB, 0 %
2026/05/22 03:43:58.831, 7373 MiB, 8571 MiB, 0 %
2026/05/22 03:43:59.331, 7469 MiB, 8475 MiB, 11 %
2026/05/22 03:43:59.831, 7501 MiB, 8443 MiB, 0 %
2026/05/22 03:44:00.331, 7533 MiB, 8411 MiB, 0 %
2026/05/22 03:44:00.831, 7597 MiB, 8347 MiB, 1 %
2026/05/22 03:44:01.331, 7629 MiB, 8315 MiB, 0 %
2026/05/22 03:44:01.832, 7725 MiB, 8219 MiB, 0 %
2026/05/22 03:44:02.332, 7757 MiB, 8187 MiB, 18 %
2026/05/22 03:44:02.832, 7821 MiB, 8123 MiB, 0 %
2026/05/22 03:44:03.332, 7885 MiB, 8059 MiB, 0 %
2026/05/22 03:44:03.833, 7917 MiB, 8027 MiB, 12 %
2026/05/22 03:44:04.333, 7981 MiB, 7963 MiB, 0 %
2026/05/22 03:44:04.833, 8013 MiB, 7931 MiB, 0 %
2026/05/22 03:44:05.333, 8077 MiB, 7867 MiB, 7 %
2026/05/22 03:44:05.833, 8109 MiB, 7835 MiB, 0 %
2026/05/22 03:44:06.334, 8205 MiB, 7739 MiB, 0 %
2026/05/22 03:44:06.834, 8237 MiB, 7707 MiB, 14 %
2026/05/22 03:44:07.334, 8301 MiB, 7643 MiB, 0 %
2026/05/22 03:44:07.834, 8365 MiB, 7579 MiB, 0 %
2026/05/22 03:44:08.334, 8397 MiB, 7547 MiB, 12 %
2026/05/22 03:44:08.835, 8461 MiB, 7483 MiB, 0 %
2026/05/22 03:44:09.335, 8525 MiB, 7419 MiB, 0 %
2026/05/22 03:44:09.835, 8525 MiB, 7419 MiB, 12 %
2026/05/22 03:44:10.335, 8621 MiB, 7323 MiB, 6 %
2026/05/22 03:44:10.836, 8685 MiB, 7259 MiB, 12 %
2026/05/22 03:44:11.336, 8685 MiB, 7259 MiB, 14 %
2026/05/22 03:44:11.836, 8781 MiB, 7163 MiB, 0 %
2026/05/22 03:44:12.336, 8813 MiB, 7131 MiB, 0 %
2026/05/22 03:44:12.836, 8877 MiB, 7067 MiB, 0 %
2026/05/22 03:44:13.337, 8941 MiB, 7003 MiB, 11 %
2026/05/22 03:44:13.837, 9005 MiB, 6939 MiB, 0 %
2026/05/22 03:44:14.337, 9005 MiB, 6939 MiB, 12 %
2026/05/22 03:44:14.837, 9101 MiB, 6843 MiB, 8 %
2026/05/22 03:44:15.338, 9165 MiB, 6779 MiB, 12 %
2026/05/22 03:44:15.838, 9165 MiB, 6779 MiB, 14 %
2026/05/22 03:44:16.338, 9261 MiB, 6683 MiB, 0 %
2026/05/22 03:44:16.838, 9293 MiB, 6651 MiB, 0 %
2026/05/22 03:44:17.338, 9357 MiB, 6587 MiB, 0 %
2026/05/22 03:44:17.839, 9389 MiB, 6555 MiB, 10 %
2026/05/22 03:44:18.339, 9485 MiB, 6459 MiB, 0 %
2026/05/22 03:44:18.839, 9485 MiB, 6459 MiB, 0 %
2026/05/22 03:44:19.339, 9581 MiB, 6363 MiB, 16 %
2026/05/22 03:44:19.839, 9645 MiB, 6299 MiB, 12 %
2026/05/22 03:44:20.340, 9645 MiB, 6299 MiB, 5 %
2026/05/22 03:44:20.840, 9709 MiB, 6235 MiB, 8 %
2026/05/22 03:44:21.340, 9773 MiB, 6171 MiB, 0 %
2026/05/22 03:44:21.840, 9805 MiB, 6139 MiB, 16 %
2026/05/22 03:44:22.340, 9869 MiB, 6075 MiB, 11 %
2026/05/22 03:44:22.841, 9965 MiB, 5979 MiB, 0 %
2026/05/22 03:44:23.341, 9965 MiB, 5979 MiB, 0 %
2026/05/22 03:44:23.841, 10061 MiB, 5883 MiB, 16 %
2026/05/22 03:44:24.341, 10125 MiB, 5819 MiB, 0 %
2026/05/22 03:44:24.841, 10157 MiB, 5787 MiB, 0 %
